CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
618;Downtown;"{""coordinates"": [-123.12572121535831, 49.2766015798796], ""type"": ""Point""}";__FJ0U5G;61213076;004293126;DAVIE ST;49.2766015798796, -123.12572121535831
1150;Downtown;"{""coordinates"": [-123.12519360805415, 49.27742522123546], ""type"": ""Point""}";__FJ0U5K;13060858;004999339;GRANVILLE ST;49.27742522123546, -123.12519360805415
1176;Downtown;"{""coordinates"": [-123.12557132408277, 49.27717788453967], ""type"": ""Point""}";__FJ0U5U;13060870;004999444;GRANVILLE ST;49.27717788453967, -123.12557132408277
1186;Downtown;"{""coordinates"": [-123.12564888118885, 49.277130125745344], ""type"": ""Point""}";__FJ0U5W;13060884;004999461;GRANVILLE ST;49.277130125745344, -123.12564888118885
1099;Downtown;"{""coordinates"": [-123.12269367357808, 49.27725479044475], ""type"": ""Point""}";__FJ0U6C;13860695;029182115;RICHARDS ST;49.27725479044475, -123.12269367357808
1121;Downtown;"{""coordinates"": [-123.12333192170907, 49.276898576255356], ""type"": ""Point""}";__FJ0U7U;60813402;029261317;RICHARDS ST;49.276898576255356, -123.12333192170907
1193;Downtown;"{""coordinates"": [-123.12631242985711, 49.277468062031424], ""type"": ""Point""}";__FJ0U82;13060895;005000114;GRANVILLE ST;49.277468062031424, -123.12631242985711
1380;Downtown;"{""coordinates"": [-123.13155551103893, 49.2768286176965], ""type"": ""Point""}";__FJ0U84;61612005;007512091;BURRARD ST;49.2768286176965, -123.13155551103893
1221;Downtown;"{""coordinates"": [-123.12707348597388, 49.27693652961249], ""type"": ""Point""}";__FJ0U9M;13061239;007098031;GRANVILLE ST;49.27693652961249, -123.12707348597388
1330;Downtown;"{""coordinates"": [-123.13019433470313, 49.276771663717874], ""type"": ""Point""}";__FJ0U9Y;12461450;VAS1681;HORNBY ST;49.276771663717874, -123.13019433470313
828;Downtown;"{""coordinates"": [-123.12931661294944, 49.276743846767886], ""type"": ""Point""}";__FJ0UA0;12661407;LMS585;DRAKE ST;49.276743846767886, -123.12931661294944
950;Downtown;"{""coordinates"": [-123.13062656993205, 49.277491231532785], ""type"": ""Point""}";__FJ0UA6;61412002;VAS1183;DRAKE ST;49.277491231532785, -123.13062656993205
990;Downtown;"{""coordinates"": [-123.11959131249752, 49.27732146803188], ""type"": ""Point""}";__FJ0UAE;14860494;011499753;HOMER ST;49.27732146803188, -123.11959131249752
101;Downtown;"{""coordinates"": [-123.11558671115384, 49.27680416439479], ""type"": ""Point""}";__FJ0UC4;16060297;013639561;SMITHE ST;49.27680416439479, -123.11558671115384
400;Downtown;"{""coordinates"": [-123.11138423861664, 49.283291424232715], ""type"": ""Point""}";__FJ0UDM;59013896;015502678;W HASTINGS ST;49.283291424232715, -123.11138423861664
475;Downtown;"{""coordinates"": [-123.11141781019947, 49.28408207672707], ""type"": ""Point""}";__FJ0UDQ;59013805;015509842;W HASTINGS ST;49.28408207672707, -123.11141781019947
1240;Downtown;"{""coordinates"": [-123.12665157795303, 49.27645889866991], ""type"": ""Point""}";__FJ0UDS;13061244;015474909;GRANVILLE ST;49.27645889866991, -123.12665157795303
900;Downtown;"{""coordinates"": [-123.13185746630872, 49.27634435045235], ""type"": ""Point""}";__FJ0UE6;12461605;002559501;PACIFIC ST;49.27634435045235, -123.13185746630872
1360;Downtown;"{""coordinates"": [-123.13059146793404, 49.2764541532222], ""type"": ""Point""}";__FJ0UEG;12461460;015472183;HORNBY ST;49.2764541532222, -123.13059146793404
1291;Downtown;"{""coordinates"": [-123.12790647812339, 49.27641346694279], ""type"": ""Point""}";__FJ0UEO;13061297;015475930;GRANVILLE ST;49.27641346694279, -123.12790647812339
1275;Downtown;"{""coordinates"": [-123.12783317462727, 49.276456724960106], ""type"": ""Point""}";__FJ0UEQ;13061283;008190267;GRANVILLE ST;49.276456724960106, -123.12783317462727
1062;Downtown;"{""coordinates"": [-123.12093021951549, 49.27641694886968], ""type"": ""Point""}";__FJ0UEY;14860676;012841871;HOMER ST;49.27641694886968, -123.12093021951549
1020;Downtown;"{""coordinates"": [-123.11928720289667, 49.27608675232529], ""type"": ""Point""}";__FJ0UF0;15660616;011948671;MAINLAND ST;49.27608675232529, -123.11928720289667
1040;Downtown;"{""coordinates"": [-123.11994157398355, 49.276354572260864], ""type"": ""Point""}";__FJ0UF2;15260640;011939150;HAMILTON ST;49.276354572260864, -123.11994157398355
1236;Downtown;"{""coordinates"": [-123.12648824630251, 49.27656521178889], ""type"": ""Point""}";__FJ0UF6;13061236;004588088;GRANVILLE ST;49.27656521178889, -123.12648824630251
1240;Downtown;"{""coordinates"": [-123.12656236106733, 49.276516106866026], ""type"": ""Point""}";__FJ0UF8;13061240;015474887;GRANVILLE ST;49.276516106866026, -123.12656236106733
1203;Downtown;"{""coordinates"": [-123.12556225589309, 49.276535647097575], ""type"": ""Point""}";__FJ0UFA;13461205;015344835;SEYMOUR ST;49.276535647097575, -123.12556225589309
1020;Downtown;"{""coordinates"": [-123.11951266719694, 49.276648268750314], ""type"": ""Point""}";__FJ0UGI;15260604;008467633;HAMILTON ST;49.276648268750314, -123.11951266719694
401;Downtown;"{""coordinates"": [-123.1001272067133, 49.28105198817081], ""type"": ""Point""}";__FJ17N0;59018694;007682280;MAIN ST;49.28105198817081, -123.1001272067133
88;Downtown;"{""coordinates"": [-123.10276558407571, 49.2801679463958], ""type"": ""Point""}";__FJ17NM;59217896;010133453;E PENDER ST;49.2801679463958, -123.10276558407571
33;Downtown;"{""coordinates"": [-123.10355753652888, 49.28070505214627], ""type"": ""Point""}";__FJ17O4;59217839;015669688;E PENDER ST;49.28070505214627, -123.10355753652888
27;Downtown;"{""coordinates"": [-123.10375882263472, 49.28070936017194], ""type"": ""Point""}";__FJ17O8;59217827;015669823;E PENDER ST;49.28070936017194, -123.10375882263472
23;Downtown;"{""coordinates"": [-123.10385713236202, 49.280710171371226], ""type"": ""Point""}";__FJ17OA;59217821;015669840;E PENDER ST;49.280710171371226, -123.10385713236202
488;Downtown;"{""coordinates"": [-123.10407195471805, 49.28080919491491], ""type"": ""Point""}";__FJ17OC;17859064;010870679;CARRALL ST;49.28080919491491, -123.10407195471805
111;Downtown;"{""coordinates"": [-123.10181136686488, 49.280671981432235], ""type"": ""Point""}";__FJ17OG;59218623;015670635;E PENDER ST;49.280671981432235, -123.10181136686488
490;Downtown;"{""coordinates"": [-123.10201899671927, 49.2806789944479], ""type"": ""Point""}";__FJ17OK;59218607;015670651;COLUMBIA ST;49.2806789944479, -123.10201899671927
128;Downtown;"{""coordinates"": [-123.10846230741112, 49.280961340609124], ""type"": ""Point""}";__FJ17OS;16059206;010280286;W PENDER ST;49.280961340609124, -123.10846230741112
550;Downtown;"{""coordinates"": [-123.10936456828844, 49.2802937045099], ""type"": ""Point""}";__FJ17OY;16059242;VAS1322;BEATTY ST;49.2802937045099, -123.10936456828844
11;Downtown;"{""coordinates"": [-123.10481641146049, 49.28078755425561], ""type"": ""Point""}";__FJ17P0;59217587;011082593;W PENDER ST;49.28078755425561, -123.10481641146049
544;Downtown;"{""coordinates"": [-123.101818599065, 49.27986388409357], ""type"": ""Point""}";__FJ17P8;59418627;010650407;COLUMBIA ST;49.27986388409357, -123.101818599065
509;Downtown;"{""coordinates"": [-123.10478133527003, 49.28039097961506], ""type"": ""Point""}";__FJ17PA;17859213;015092411;CARRALL ST;49.28039097961506, -123.10478133527003
513;Downtown;"{""coordinates"": [-123.10476925061596, 49.28026811641728], ""type"": ""Point""}";__FJ17PC;17859227;015092470;CARRALL ST;49.28026811641728, -123.10476925061596
71;Downtown;"{""coordinates"": [-123.10285289036082, 49.280696245561494], ""type"": ""Point""}";__FJ17PI;59217865;BCS2949;E PENDER ST;49.280696245561494, -123.10285289036082
548;Downtown;"{""coordinates"": [-123.11049892880345, 49.28080690672062], ""type"": ""Point""}";__FJ17PQ;15759238;015487814;CAMBIE ST;49.28080690672062, -123.11049892880345
8;Downtown;"{""coordinates"": [-123.10402869433354, 49.281114152438306], ""type"": ""Point""}";__FJ17PW;59017814;015669394;E HASTINGS ST;49.281114152438306, -123.10402869433354
16;Downtown;"{""coordinates"": [-123.10381954269748, 49.281110247737715], ""type"": ""Point""}";__FJ17Q0;59017822;007102259;E HASTINGS ST;49.281110247737715, -123.10381954269748
414;Downtown;"{""coordinates"": [-123.10210977845858, 49.281036031856324], ""type"": ""Point""}";__FJ17QG;18659046;005242991;COLUMBIA ST;49.281036031856324, -123.10210977845858
414;Downtown;"{""coordinates"": [-123.1020012356394, 49.281067161087584], ""type"": ""Point""}";__FJ17QI;18659046;005242983;COLUMBIA ST;49.281067161087584, -123.1020012356394
108;Downtown;"{""coordinates"": [-123.10189675358158, 49.28106725327017], ""type"": ""Point""}";__FJ17QK;59018622;015670686;E HASTINGS ST;49.28106725327017, -123.10189675358158
108;Downtown;"{""coordinates"": [-123.10178936576125, 49.281065099123396], ""type"": ""Point""}";__FJ17QM;59018622;015670694;E HASTINGS ST;49.281065099123396, -123.10178936576125
42;Downtown;"{""coordinates"": [-123.10316829266158, 49.28208302084202], ""type"": ""Point""}";__FJ17QQ;58917850;015691187;E CORDOVA ST;49.28208302084202, -123.10316829266158
54;Downtown;"{""coordinates"": [-123.10296563604572, 49.28207691397326], ""type"": ""Point""}";__FJ17QU;58917866;015691217;E CORDOVA ST;49.28207691397326, -123.10296563604572
62;Downtown;"{""coordinates"": [-123.10278743580439, 49.28207526459504], ""type"": ""Point""}";__FJ17QW;58917874;028345631;E CORDOVA ST;49.28207526459504, -123.10278743580439
88;Downtown;"{""coordinates"": [-123.10264250901976, 49.28207315362222], ""type"": ""Point""}";__FJ17R0;58917880;014317958;E CORDOVA ST;49.28207315362222, -123.10264250901976
303;Downtown;"{""coordinates"": [-123.10254420568819, 49.28207009258921], ""type"": ""Point""}";__FJ17R2;58917894;015691241;COLUMBIA ST;49.28207009258921, -123.10254420568819
71;Downtown;"{""coordinates"": [-123.10259012481694, 49.281683223227944], ""type"": ""Point""}";__FJ17R6;59017889;029066468;E HASTINGS ST;49.281683223227944, -123.10259012481694
103;Downtown;"{""coordinates"": [-123.10187599737374, 49.28167732454399], ""type"": ""Point""}";__FJ17S2;59018617;010184414;E HASTINGS ST;49.28167732454399, -123.10187599737374
34;Downtown;"{""coordinates"": [-123.10333135959982, 49.28299525586208], ""type"": ""Point""}";__FJ17SA;58017838;LMS1627;POWELL ST;49.28299525586208, -123.10333135959982
40;Downtown;"{""coordinates"": [-123.1031835610049, 49.282995378939134], ""type"": ""Point""}";__FJ17SE;58017848;026847906;POWELL ST;49.282995378939134, -123.1031835610049
52;Downtown;"{""coordinates"": [-123.10301181271869, 49.283056267599974], ""type"": ""Point""}";__FJ17SG;58017856;008666644;POWELL ST;49.283056267599974, -123.10301181271869
55;Downtown;"{""coordinates"": [-123.10281941202547, 49.28343487497136], ""type"": ""Point""}";__FJ17TG;58017853;015705404;POWELL ST;49.28343487497136, -123.10281941202547
58;Downtown;"{""coordinates"": [-123.10271630212824, 49.28344262156662], ""type"": ""Point""}";__FJ17TI;58017863;015705439;ALEXANDER ST;49.28344262156662, -123.10271630212824
103;Downtown;"{""coordinates"": [-123.10189962160067, 49.28346017460856], ""type"": ""Point""}";__FJ17TS;58018605;015702596;POWELL ST;49.28346017460856, -123.10189962160067
103;Downtown;"{""coordinates"": [-123.10200344145242, 49.28346323132028], ""type"": ""Point""}";__FJ17TU;58018605;015702634;POWELL ST;49.28346323132028, -123.10200344145242
27;Downtown;"{""coordinates"": [-123.10366008071601, 49.28370352936441], ""type"": ""Point""}";__FJ17UC;57917821;LMS2650;ALEXANDER ST;49.28370352936441, -123.10366008071601
326;Downtown;"{""coordinates"": [-123.10988235506154, 49.28363696360156], ""type"": ""Point""}";__FJ17UO;58914830;010492658;W CORDOVA ST;49.28363696360156, -123.10988235506154
207;Downtown;"{""coordinates"": [-123.10963656103459, 49.28292567870167], ""type"": ""Point""}";__FJ17UY;59015697;014994097;W HASTINGS ST;49.28292567870167, -123.10963656103459
311;Downtown;"{""coordinates"": [-123.10993536610218, 49.28311923185126], ""type"": ""Point""}";__FJ17V2;59014855;011716240;W HASTINGS ST;49.28311923185126, -123.10993536610218
303;Downtown;"{""coordinates"": [-123.10981503516601, 49.283049183899635], ""type"": ""Point""}";__FJ17V4;59014869;015511014;W HASTINGS ST;49.283049183899635, -123.10981503516601
304;Downtown;"{""coordinates"": [-123.10939361471651, 49.283368030827546], ""type"": ""Point""}";__FJ17VC;58914896;005954681;W CORDOVA ST;49.283368030827546, -123.10939361471651
304;Downtown;"{""coordinates"": [-123.10952776968587, 49.2834092815514], ""type"": ""Point""}";__FJ17VE;58914896;005954568;W CORDOVA ST;49.2834092815514, -123.10952776968587
332;Downtown;"{""coordinates"": [-123.10967260083686, 49.28422817281091], ""type"": ""Point""}";__FJ17VK;58013844;004695241;WATER ST;49.28422817281091, -123.10967260083686
332;Downtown;"{""coordinates"": [-123.10957493267786, 49.2842098253607], ""type"": ""Point""}";__FJ17VM;58013844;004695259;WATER ST;49.2842098253607, -123.10957493267786
322;Downtown;"{""coordinates"": [-123.10947382900414, 49.284192380600096], ""type"": ""Point""}";__FJ17VO;58013864;015511421;WATER ST;49.284192380600096, -123.10947382900414
322;Downtown;"{""coordinates"": [-123.10937933830549, 49.28417447973284], ""type"": ""Point""}";__FJ17VQ;58013864;015511430;WATER ST;49.28417447973284, -123.10937933830549
309;Downtown;"{""coordinates"": [-123.10926669143653, 49.283855248627205], ""type"": ""Point""}";__FJ17VU;58914895;015511529;W CORDOVA ST;49.283855248627205, -123.10926669143653
309;Downtown;"{""coordinates"": [-123.10953232174464, 49.28396834533506], ""type"": ""Point""}";__FJ17VY;58914895;015511600;W CORDOVA ST;49.28396834533506, -123.10953232174464
160;Downtown;"{""coordinates"": [-123.10931651783234, 49.28208042632478], ""type"": ""Point""}";__FJ17W4;59015722;005004969;W HASTINGS ST;49.28208042632478, -123.10931651783234
142;Downtown;"{""coordinates"": [-123.10861956219132, 49.281951562010434], ""type"": ""Point""}";__FJ17WI;59015748;015501868;W HASTINGS ST;49.281951562010434, -123.10861956219132
136;Downtown;"{""coordinates"": [-123.10851213666163, 49.281933231822585], ""type"": ""Point""}";__FJ17WK;59015754;015374513;W HASTINGS ST;49.281933231822585, -123.10851213666163
116;Downtown;"{""coordinates"": [-123.10801449913336, 49.28184149750137], ""type"": ""Point""}";__FJ17WU;59015776;009180061;W HASTINGS ST;49.28184149750137, -123.10801449913336
116;Downtown;"{""coordinates"": [-123.10791408440822, 49.28182225169064], ""type"": ""Point""}";__FJ17WW;59015776;009180079;W HASTINGS ST;49.28182225169064, -123.10791408440822
108;Downtown;"{""coordinates"": [-123.10772221504737, 49.281787808279766], ""type"": ""Point""}";__FJ17X0;59015786;009220151;W HASTINGS ST;49.281787808279766, -123.10772221504737
119;Downtown;"{""coordinates"": [-123.108180167371, 49.28146354505195], ""type"": ""Point""}";__FJ17XC;59216027;015501914;W PENDER ST;49.28146354505195, -123.108180167371
165;Downtown;"{""coordinates"": [-123.10909003999483, 49.281629082445676], ""type"": ""Point""}";__FJ17XI;59215757;015501922;W PENDER ST;49.281629082445676, -123.10909003999483
46;Downtown;"{""coordinates"": [-123.10623723343949, 49.281523951286644], ""type"": ""Point""}";__FJ17XU;59017234;027736032;W HASTINGS ST;49.281523951286644, -123.10623723343949
31;Downtown;"{""coordinates"": [-123.10604961999967, 49.28108145291039], ""type"": ""Point""}";__FJ17YA;59217257;009432736;W PENDER ST;49.28108145291039, -123.10604961999967
65;Downtown;"{""coordinates"": [-123.10680541518776, 49.28121522571764], ""type"": ""Point""}";__FJ17YO;59217231;015500322;W PENDER ST;49.28121522571764, -123.10680541518776
99;Downtown;"{""coordinates"": [-123.10714790688913, 49.28128101420812], ""type"": ""Point""}";__FJ17YS;59217205;015500357;W PENDER ST;49.28128101420812, -123.10714790688913
8;Downtown;"{""coordinates"": [-123.10532230287987, 49.282367546999495], ""type"": ""Point""}";__FJ17YW;58917270;015712974;W CORDOVA ST;49.282367546999495, -123.10532230287987
8;Downtown;"{""coordinates"": [-123.10558707952792, 49.282417228590546], ""type"": ""Point""}";__FJ17YY;58917270;015712991;W CORDOVA ST;49.282417228590546, -123.10558707952792
320;Downtown;"{""coordinates"": [-123.1066475625197, 49.28261413958384], ""type"": ""Point""}";__FJ17Z2;17258944;006306993;ABBOTT ST;49.28261413958384, -123.1066475625197
33;Downtown;"{""coordinates"": [-123.10570994317439, 49.28200963474612], ""type"": ""Point""}";__FJ17ZA;59017257;011698641;W HASTINGS ST;49.28200963474612, -123.10570994317439
310;Downtown;"{""coordinates"": [-123.1090492166739, 49.28304426018369], ""type"": ""Point""}";__FJ17ZY;58915704;015712940;CAMBIE ST;49.28304426018369, -123.1090492166739
74;Downtown;"{""coordinates"": [-123.10692415785685, 49.28157222447561], ""type"": ""Point""}";__FJ180K;59017216;015499871;W HASTINGS ST;49.28157222447561, -123.10692415785685
220;Downtown;"{""coordinates"": [-123.10844206115434, 49.28394914349643], ""type"": ""Point""}";__FJ1816;58015706;005394023;CAMBIE ST;49.28394914349643, -123.10844206115434
46;Downtown;"{""coordinates"": [-123.10552441404624, 49.283418988605035], ""type"": ""Point""}";__FJ181I;58017242;026921740;WATER ST;49.283418988605035, -123.10552441404624
68;Downtown;"{""coordinates"": [-123.10597713354268, 49.28350079018788], ""type"": ""Point""}";__FJ181M;58017214;015713229;WATER ST;49.28350079018788, -123.10597713354268
228;Downtown;"{""coordinates"": [-123.10638867455422, 49.28323828362182], ""type"": ""Point""}";__FJ1826;17258066;028049161;ABBOTT ST;49.28323828362182, -123.10638867455422
93;Downtown;"{""coordinates"": [-123.10652203861297, 49.28305411946837], ""type"": ""Point""}";__FJ182E;58917205;015658813;W CORDOVA ST;49.28305411946837, -123.10652203861297
73;Downtown;"{""coordinates"": [-123.10582264819448, 49.28405226399758], ""type"": ""Point""}";__FJ182M;58017217;011640405;WATER ST;49.28405226399758, -123.10582264819448
165;Downtown;"{""coordinates"": [-123.1082252849945, 49.28448806768881], ""type"": ""Point""}";__FJ182S;58015725;015712737;WATER ST;49.28448806768881, -123.1082252849945
