CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET;geo_point_2d
1188;Downtown;"{""coordinates"": [-123.12309493379739, 49.28805391917063], ""type"": ""Point""}";__FMZ1JM;59211806;BCS2936;W PENDER ST;49.28805391917063, -123.12309493379739
26;Downtown;"{""coordinates"": [-123.1036624624236, 49.281107312411706], ""type"": ""Point""}";__FNB4VM;59017834;026628970;E HASTINGS ST;49.281107312411706, -123.1036624624236
351;Downtown;"{""coordinates"": [-123.10807734811408, 49.282715652987484], ""type"": ""Point""}";__FNC327;17258901;026653028;ABBOTT ST;49.282715652987484, -123.10807734811408
581;Downtown;"{""coordinates"": [-123.13031287095738, 49.29139710012019], ""type"": ""Point""}";__FNCIQD;58311072;026647575;CARDERO ST;49.29139710012019, -123.13031287095738
163;Downtown;"{""coordinates"": [-123.10915685948473, 49.28260542783278], ""type"": ""Point""}";__FNCXWL;59015709;026689979;W HASTINGS ST;49.28260542783278, -123.10915685948473
1;Downtown;"{""coordinates"": [-123.10397851187791, 49.28368575664929], ""type"": ""Point""}";__FNE96K;57917805;026741059;ALEXANDER ST;49.28368575664929, -123.10397851187791
680;Downtown;"{""coordinates"": [-123.10687297011414, 49.278703564958505], ""type"": ""Point""}";__FNFZCT;59717267;027045765;ABBOTT ST;49.278703564958505, -123.10687297011414
149;Downtown;"{""coordinates"": [-123.10776241268955, 49.28278816938913], ""type"": ""Point""}";__FNGYOZ;59015755;027339157;W HASTINGS ST;49.28278816938913, -123.10776241268955
1202;Downtown;"{""coordinates"": [-123.12415672865703, 49.28816609536125], ""type"": ""Point""}";__FNHS95;59711797;027510760;W PENDER ST;49.28816609536125, -123.12415672865703
347;Downtown;"{""coordinates"": [-123.11151736579585, 49.28276040055379], ""type"": ""Point""}";__FNI5BC;59214805;015502091;W PENDER ST;49.28276040055379, -123.11151736579585
;Downtown;"{""coordinates"": [-123.11300100394125, 49.28969453280115], ""type"": ""Point""}";__FNY9JV;57111999;027995712;;49.28969453280115, -123.11300100394125
;Downtown;"{""coordinates"": [-123.10795809409802, 49.28257039342153], ""type"": ""Point""}";__FNY9PY;17258925;027986616;;49.28257039342153, -123.10795809409802
535;Downtown;"{""coordinates"": [-123.11935233187728, 49.27955272749229], ""type"": ""Point""}";__FPCMWD;60413438;028240944;SMITHE ST;49.27955272749229, -123.11935233187728
601;Downtown;"{""coordinates"": [-123.11976178635327, 49.28034513909701], ""type"": ""Point""}";__FPCTQR;13460271;028283201;SMITHE ST;49.28034513909701, -123.11976178635327
823;Downtown;"{""coordinates"": [-123.11973176472013, 49.28031954293969], ""type"": ""Point""}";__FPCTQT;13460233;028283210;SEYMOUR ST;49.28031954293969, -123.11973176472013
838;Downtown;"{""coordinates"": [-123.11597595137165, 49.286126161464765], ""type"": ""Point""}";__FPG9U0;59012486;028435630;W HASTINGS ST;49.286126161464765, -123.11597595137165
377;Downtown;"{""coordinates"": [-123.11805853302828, 49.278378026457105], ""type"": ""Point""}";__FPHLW7;14860298;028687698;SMITHE ST;49.278378026457105, -123.11805853302828
89;Downtown;"{""coordinates"": [-123.10905516705823, 49.27774883717383], ""type"": ""Point""}";__FQAX9C;16259794;029217326;W GEORGIA ST;49.27774883717383, -123.10905516705823
610;Downtown;"{""coordinates"": [-123.11653348138955, 49.28321477140982], ""type"": ""Point""}";__FT0HON;13059502;BCS2044;GRANVILLE ST;49.28321477140982, -123.11653348138955
928;Downtown;"{""coordinates"": [-123.11851325115593, 49.27784709699014], ""type"": ""Point""}";__FT0HOU;15660407;BCS2103;HOMER ST;49.27784709699014, -123.11851325115593
131;Downtown;"{""coordinates"": [-123.10973014573403, 49.2788304536223], ""type"": ""Point""}";__FT0HPF;16159956;BCS2577;REGIMENT SQUARE;49.2788304536223, -123.10973014573403
788;Downtown;"{""coordinates"": [-123.11719556281969, 49.280389831801614], ""type"": ""Point""}";__FT0HPL;13860054;BCS2835;RICHARDS ST;49.280389831801614, -123.11719556281969
128;Downtown;"{""coordinates"": [-123.10795840656536, 49.2825245717009], ""type"": ""Point""}";__FT2NMJ;17258935;BCS3528;W CORDOVA ST;49.2825245717009, -123.10795840656536
1105;Downtown;"{""coordinates"": [-123.12412411870436, 49.27759099592278], ""type"": ""Point""}";__FT700D;13460805;029321808;SEYMOUR ST;49.27759099592278, -123.12412411870436
308;Downtown;"{""coordinates"": [-123.11046557419692, 49.28270350887945], ""type"": ""Point""}";__FVW6XB;59014892;029452201;W HASTINGS ST;49.28270350887945, -123.11046557419692
;Downtown;"{""coordinates"": [-123.11375211249592, 49.27532774301332], ""type"": ""Point""}";__FVWWSV;60316295;;;49.27532774301332, -123.11375211249592
;Downtown;"{""coordinates"": [-123.10878350803513, 49.27726685241742], ""type"": ""Point""}";__FVWWT0;59860103;029060141;;49.27726685241742, -123.10878350803513
555;Downtown;"{""coordinates"": [-123.1184068422085, 49.28066905765417], ""type"": ""Point""}";__G0O7DW;60213405;029691389;ROBSON ST;49.28066905765417, -123.1184068422085
138;Downtown;"{""coordinates"": [-123.1011966248679, 49.281057829924066], ""type"": ""Point""}";__G17ZGS;59018656;EPS3084;E HASTINGS ST;49.281057829924066, -123.1011966248679
183;Downtown;"{""coordinates"": [-123.1002375381852, 49.27885679870083], ""type"": ""Point""}";__G3JHAJ;59618605;EPS2427;E GEORGIA ST;49.27885679870083, -123.1002375381852
687;Downtown;"{""coordinates"": [-123.10032208756671, 49.278758893726035], ""type"": ""Point""}";__G3JHAN;19059487;029826896;MAIN ST;49.278758893726035, -123.10032208756671
181;Downtown;"{""coordinates"": [-123.10032331046624, 49.27873141238311], ""type"": ""Point""}";__G3JHAP;19059493;029826900;E GEORGIA ST;49.27873141238311, -123.10032331046624
601;Downtown;"{""coordinates"": [-123.1003306468216, 49.27914891737402], ""type"": ""Point""}";__G450P6;19059409;029857121;MAIN ST;49.27914891737402, -123.1003306468216
188;Downtown;"{""coordinates"": [-123.10033058782929, 49.27911983600365], ""type"": ""Point""}";__G450PC;59418688;029857139;KEEFER ST;49.27911983600365, -123.10033058782929
188;Downtown;"{""coordinates"": [-123.10033238740188, 49.27909196736885], ""type"": ""Point""}";__G450PD;59418696;02985147;KEEFER ST;49.27909196736885, -123.10033238740188
68;Downtown;"{""coordinates"": [-123.1140813791152, 49.274948361160455], ""type"": ""Point""}";__G4A754;60316268;EPS3602;SMITHE ST;49.274948361160455, -123.1140813791152
189;Downtown;"{""coordinates"": [-123.10249730803648, 49.28346459334339], ""type"": ""Point""}";__G62XYJ;58017875;029971039;COLUMBIA ST;49.28346459334339, -123.10249730803648
;Downtown;"{""coordinates"": [-123.11864201562759, 49.270559592656355], ""type"": ""Point""}";__G6OK3Z;;028234294;;49.270559592656355, -123.11864201562759
155;Downtown;"{""coordinates"": [-123.107959128217, 49.28444235132331], ""type"": ""Point""}";__G7S3U8;58015735;030070571;WATER ST;49.28444235132331, -123.107959128217
650;Downtown;"{""coordinates"": [-123.11789772497195, 49.28183170137521], ""type"": ""Point""}";__G8PQ5C;13460009;030116988;W GEORGIA ST;49.28183170137521, -123.11789772497195
369;Downtown;"{""coordinates"": [-123.10477490301723, 49.28176802135628], ""type"": ""Point""}";__G8VPHW;59017285;030124603;CARRALL ST;49.28176802135628, -123.10477490301723
1302;Downtown;"{""coordinates"": [-123.12670436258476, 49.27515136326009], ""type"": ""Point""}";__G9HJ6W;13461406;030162459;SEYMOUR ST;49.27515136326009, -123.12670436258476
1133;Downtown;"{""coordinates"": [-123.12745667910347, 49.27926266701124], ""type"": ""Point""}";__GCRZ03;12460837;EPS4634;HORNBY ST;49.27926266701124, -123.12745667910347
1119;Downtown;"{""coordinates"": [-123.12750154102295, 49.27940628857102], ""type"": ""Point""}";__GCRZ05;12460839;030346606;HORNBY ST;49.27940628857102, -123.12750154102295
439;Downtown;"{""coordinates"": [-123.11333927850777, 49.285665760215416], ""type"": ""Point""}";__GDFF0N;90090018;CVGDFF0N;GRANVILLE ST;49.285665760215416, -123.11333927850777
297;Downtown;"{""coordinates"": [-123.12189038877672, 49.27436224855792], ""type"": ""Point""}";__GDFF0Y;90090020;CVGDFF0Y;DAVIE ST;49.27436224855792, -123.12189038877672
833;Downtown;"{""coordinates"": [-123.11622653239866, 49.28587990975116], ""type"": ""Point""}";__GF3DGM;59212433;030487307;W PENDER ST;49.28587990975116, -123.11622653239866
777;Downtown;"{""coordinates"": [-123.12938076169881, 49.27569759868845], ""type"": ""Point""}";__GFROAJ;12661496;030520592;PACIFIC ST;49.27569759868845, -123.12938076169881
1133;Downtown;"{""coordinates"": [-123.12275783112487, 49.28731708768826], ""type"": ""Point""}";__GGLEX1;59711859;030580901;MELVILLE ST;49.28731708768826, -123.12275783112487
45;Downtown;"{""coordinates"": [-123.10350883828664, 49.2816651691568], ""type"": ""Point""}";__GILFZK;59017845;030689708;E HASTINGS ST;49.2816651691568, -123.10350883828664
179;Downtown;"{""coordinates"": [-123.10013766727033, 49.2835495258367], ""type"": ""Point""}";__GIOHWO;19057967;030705452;MAIN ST;49.2835495258367, -123.10013766727033
89;Downtown;"{""coordinates"": [-123.11537636597427, 49.27496672983787], ""type"": ""Point""}";__GLPNMH;60616293;EPS5890;NELSON ST;49.27496672983787, -123.11537636597427
658;Downtown;"{""coordinates"": [-123.1138361814848, 49.280847815536355], ""type"": ""Point""}";__GMYDVW;60014807;030945313;HOMER ST;49.280847815536355, -123.1138361814848
41;Downtown;"{""coordinates"": [-123.1065489112802, 49.2811674372639], ""type"": ""Point""}";__GN97MK;59217241;030971934;W PENDER ST;49.2811674372639, -123.1065489112802
1480;Downtown;"{""coordinates"": [-123.13117263750277, 49.27489069790072], ""type"": ""Point""}";__GNAR8M;12661632;EPS5752;HOWE ST;49.27489069790072, -123.13117263750277
807;Downtown;"{""coordinates"": [-123.1193850878489, 49.28072846272037], ""type"": ""Point""}";__GO08KV;13460211;031017843;SEYMOUR ST;49.28072846272037, -123.1193850878489
1479;Downtown;"{""coordinates"": [-123.13073181123951, 49.27431681863811], ""type"": ""Point""}";__GPN7PK;90090033;CVGPN7PK;CONTINENTAL ST;49.27431681863811, -123.13073181123951
1479;Downtown;"{""coordinates"": [-123.13044855672281, 49.274113883443555], ""type"": ""Point""}";__GPN7PR;90090034;CVGPN7PR;ROLSTON ST;49.274113883443555, -123.13044855672281
620;Downtown;"{""coordinates"": [-123.12992008737749, 49.290631999941084], ""type"": ""Point""}";__GQQ9A2;11459004;EPS6655;CARDERO ST;49.290631999941084, -123.12992008737749
828;Downtown;"{""coordinates"": [-123.1147756731615, 49.27769337330535], ""type"": ""Point""}";__GV5R3N;60215708;031375499;CAMBIE ST;49.27769337330535, -123.1147756731615
889;Downtown;"{""coordinates"": [-123.13078989776926, 49.27631978356294], ""type"": ""Point""}";__GW9KAC;61612496;EPS7738;PACIFIC ST;49.27631978356294, -123.13078989776926
52;Downtown;"{""coordinates"": [-123.10272097118175, 49.28108972207665], ""type"": ""Point""}";__GWN2XB;59017862;031464238;E HASTINGS ST;49.28108972207665, -123.10272097118175
675;Downtown;"{""coordinates"": [-123.1133372924608, 49.28535120099737], ""type"": ""Point""}";__GWOOXB;59013007;031465242;W HASTINGS ST;49.28535120099737, -123.1133372924608
619;Downtown;"{""coordinates"": [-123.11314367150887, 49.28522594406767], ""type"": ""Point""}";__GWOOXR;59013019;031465251;W HASTINGS ST;49.28522594406767, -123.11314367150887
1166;Downtown;"{""coordinates"": [-123.12254576316113, 49.287817750025795], ""type"": ""Point""}";__H1Q17X;59211840;031713602;W PENDER ST;49.287817750025795, -123.12254576316113
981;Downtown;"{""coordinates"": [-123.12859499140926, 49.27904337156619], ""type"": ""Point""}";__H20PP4;12060892;031725902;DAVIE ST;49.27904337156619, -123.12859499140926
1285;Downtown;"{""coordinates"": [-123.1296651010596, 49.277723391770216], ""type"": ""Point""}";__H3RBI5;61412089;EPS8298;HORNBY ST;49.277723391770216, -123.1296651010596
720;Downtown;"{""coordinates"": [-123.1124551336003, 49.27806538404951], ""type"": ""Point""}";__H1P86D;16259997;031712983;BEATTY ST;49.27806538404951, -123.1124551336003
1289;Downtown;"{""coordinates"": [-123.12964065596833, 49.27770758767334], ""type"": ""Point""}";__H2V404;12461285;031734065;HORNBY ST;49.27770758767334, -123.12964065596833
;Downtown;"{""coordinates"": [-123.13458292939123, 49.275025427976345], ""type"": ""Point""}";__FJ2EX2;61712128;007555806;;49.275025427976345, -123.13458292939123
1260;Downtown;"{""coordinates"": [-123.1235563878798, 49.27413451991584], ""type"": ""Point""}";__FJ2EYI;15261278;011770805;HAMILTON ST;49.27413451991584, -123.1235563878798
1717;Downtown;"{""coordinates"": [-123.13200739622147, 49.29295332785518], ""type"": ""Point""}";__FJ2F2I;58311005;LMS4025;BAYSHORE DRIVE;49.29295332785518, -123.13200739622147
939;Downtown;"{""coordinates"": [-123.11948508298113, 49.2781144854528], ""type"": ""Point""}";__FJ2F2O;14860451;LMS2969;HOMER ST;49.2781144854528, -123.11948508298113
685;Downtown;"{""coordinates"": [-123.10881250939411, 49.27708831566692], ""type"": ""Point""}";__FJ2F2U;60116205;029059739;PACIFIC BOULEVARD;49.27708831566692, -123.10881250939411
;Downtown;"{""coordinates"": [-123.11380122361467, 49.286503251370945], ""type"": ""Point""}";__FJ2F7E;;023378590;;49.286503251370945, -123.11380122361467
1200;Downtown;"{""coordinates"": [-123.12824259543046, 49.27808451682604], ""type"": ""Point""}";__FJ2F7M;12461206;LMS760;HORNBY ST;49.27808451682604, -123.12824259543046
944;Downtown;"{""coordinates"": [-123.1248092144074, 49.281522303828055], ""type"": ""Point""}";__FJ2F88;12060524;024737453;BURRARD ST;49.281522303828055, -123.1248092144074
928;Downtown;"{""coordinates"": [-123.11990071541264, 49.27835707779571], ""type"": ""Point""}";__FJ2F8C;13860444;LMS4155;RICHARDS ST;49.27835707779571, -123.11990071541264
1478;Downtown;"{""coordinates"": [-123.1279226983375, 49.290131839356825], ""type"": ""Point""}";__FJ2F9E;59011504;LMS4580;W HASTINGS ST;49.290131839356825, -123.1279226983375
798;Downtown;"{""coordinates"": [-123.11899314087808, 49.28152554303876], ""type"": ""Point""}";__FJ2F9U;13060070;025234480;GRANVILLE ST;49.28152554303876, -123.11899314087808
537;Downtown;"{""coordinates"": [-123.1001707716809, 49.27987407665197], ""type"": ""Point""}";__FJ2FBC;19059261;025382268;MAIN ST;49.27987407665197, -123.1001707716809
323;Downtown;"{""coordinates"": [-123.12388606160988, 49.290592975939], ""type"": ""Point""}";__FJ2FDE;11758905;LMS4650;JERVIS ST;49.290592975939, -123.12388606160988
583;Downtown;"{""coordinates"": [-123.12920564367786, 49.27358314245041], ""type"": ""Point""}";__FJ2FFA;61812945;BCS1219;BEACH CRESCENT;49.27358314245041, -123.12920564367786
1100;Downtown;"{""coordinates"": [-123.1246503534144, 49.277780668602134], ""type"": ""Point""}";__FJ0RYS;13060808;007625880;GRANVILLE ST;49.277780668602134, -123.1246503534144
1018;Downtown;"{""coordinates"": [-123.12300064828467, 49.27886367554018], ""type"": ""Point""}";__FJ0RYY;13060620;015486435;GRANVILLE ST;49.27886367554018, -123.12300064828467
1046;Downtown;"{""coordinates"": [-123.12339324497513, 49.27860382688626], ""type"": ""Point""}";__FJ0RZA;13060646;027976661;GRANVILLE ST;49.27860382688626, -123.12339324497513
1068;Downtown;"{""coordinates"": [-123.12382546377445, 49.278328471711625], ""type"": ""Point""}";__FJ0RZK;13060668;015486702;GRANVILLE ST;49.278328471711625, -123.12382546377445
1033;Downtown;"{""coordinates"": [-123.1229101282763, 49.2784054672751], ""type"": ""Point""}";__FJ0RZY;13460637;011606827;SEYMOUR ST;49.2784054672751, -123.1229101282763
1001;Downtown;"{""coordinates"": [-123.12268364512323, 49.27855502800847], ""type"": ""Point""}";__FJ0S00;13460621;008601020;SEYMOUR ST;49.27855502800847, -123.12268364512323
1019;Downtown;"{""coordinates"": [-123.1227783272163, 49.27848071717899], ""type"": ""Point""}";__FJ0S08;13460627;007956657;SEYMOUR ST;49.27848071717899, -123.1227783272163
1100;Downtown;"{""coordinates"": [-123.12740876871084, 49.27982493671681], ""type"": ""Point""}";__FJ0S20;12060802;015484092;BURRARD ST;49.27982493671681, -123.12740876871084
1177;Downtown;"{""coordinates"": [-123.12806473897788, 49.278837008287695], ""type"": ""Point""}";__FJ0S2Q;12460897;LMS1757;HORNBY ST;49.278837008287695, -123.12806473897788
1115;Downtown;"{""coordinates"": [-123.12715429875514, 49.279455515045356], ""type"": ""Point""}";__FJ0S30;12460815;015484246;HORNBY ST;49.279455515045356, -123.12715429875514
1115;Downtown;"{""coordinates"": [-123.1270822390631, 49.279503268784254], ""type"": ""Point""}";__FJ0S32;12460815;015484254;HORNBY ST;49.279503268784254, -123.1270822390631
900;Downtown;"{""coordinates"": [-123.12700881010522, 49.279553272778344], ""type"": ""Point""}";__FJ0S34;12460805;015484262;HELMCKEN ST;49.279553272778344, -123.12700881010522
808;Downtown;"{""coordinates"": [-123.12491391574939, 49.28004085545592], ""type"": ""Point""}";__FJ0S3K;60612408;007274238;NELSON ST;49.28004085545592, -123.12491391574939
1045;Downtown;"{""coordinates"": [-123.12508392530658, 49.27953559210153], ""type"": ""Point""}";__FJ0S3M;12660647;007654693;HOWE ST;49.27953559210153, -123.12508392530658
987;Downtown;"{""coordinates"": [-123.12320359731267, 49.279526845032464], ""type"": ""Point""}";__FJ0S4G;13060493;015456196;GRANVILLE ST;49.279526845032464, -123.12320359731267
963;Downtown;"{""coordinates"": [-123.12276519333741, 49.27981966403838], ""type"": ""Point""}";__FJ0S4S;13060467;010080295;GRANVILLE ST;49.27981966403838, -123.12276519333741
957;Downtown;"{""coordinates"": [-123.1226910687383, 49.279868316746445], ""type"": ""Point""}";__FJ0S4U;13060459;015456340;GRANVILLE ST;49.279868316746445, -123.1226910687383
1047;Downtown;"{""coordinates"": [-123.12420985742773, 49.27886236404532], ""type"": ""Point""}";__FJ0S4Y;13060667;007456948;GRANVILLE ST;49.27886236404532, -123.12420985742773
1043;Downtown;"{""coordinates"": [-123.12405941510701, 49.2789601233985], ""type"": ""Point""}";__FJ0S52;13060659;015497143;GRANVILLE ST;49.2789601233985, -123.12405941510701
1025;Downtown;"{""coordinates"": [-123.12376650306979, 49.27915564196773], ""type"": ""Point""}";__FJ0S5A;13060631;008091251;GRANVILLE ST;49.27915564196773, -123.12376650306979
1005;Downtown;"{""coordinates"": [-123.12361825881014, 49.279253398386714], ""type"": ""Point""}";__FJ0S5E;13060607;015497208;GRANVILLE ST;49.279253398386714, -123.12361825881014
1060;Downtown;"{""coordinates"": [-123.12446238784655, 49.27923044504404], ""type"": ""Point""}";__FJ0S5M;12660650;015214389;HOWE ST;49.27923044504404, -123.12446238784655
1060;Downtown;"{""coordinates"": [-123.12469559984568, 49.2790840218939], ""type"": ""Point""}";__FJ0S5Q;12660650;015214753;HOWE ST;49.2790840218939, -123.12469559984568
1060;Downtown;"{""coordinates"": [-123.1248438425789, 49.278986704854766], ""type"": ""Point""}";__FJ0S5S;12660650;015214770;HOWE ST;49.278986704854766, -123.1248438425789
1060;Downtown;"{""coordinates"": [-123.12491796373813, 49.278938050761006], ""type"": ""Point""}";__FJ0S5U;12660650;015214788;HOWE ST;49.278938050761006, -123.12491796373813
1067;Downtown;"{""coordinates"": [-123.12439518229034, 49.278760069355414], ""type"": ""Point""}";__FJ0S68;13060681;007301529;GRANVILLE ST;49.278760069355414, -123.12439518229034
1183;Downtown;"{""coordinates"": [-123.12624463655825, 49.27751671011971], ""type"": ""Point""}";__FJ0S6E;13060885;015483371;GRANVILLE ST;49.27751671011971, -123.12624463655825
1155;Downtown;"{""coordinates"": [-123.12580199146578, 49.2778090956341], ""type"": ""Point""}";__FJ0S6Q;13060855;015483452;GRANVILLE ST;49.2778090956341, -123.12580199146578
1143;Downtown;"{""coordinates"": [-123.12557470063635, 49.27795551461756], ""type"": ""Point""}";__FJ0S6W;13060843;007355220;GRANVILLE ST;49.27795551461756, -123.12557470063635
1129;Downtown;"{""coordinates"": [-123.12550621851463, 49.278004163016675], ""type"": ""Point""}";__FJ0S6Y;13060837;013695967;GRANVILLE ST;49.278004163016675, -123.12550621851463
1280;Downtown;"{""coordinates"": [-123.12518050018323, 49.27494576605938], ""type"": ""Point""}";__FIYO98;13861296;BCS747;RICHARDS ST;49.27494576605938, -123.12518050018323
1055;Downtown;"{""coordinates"": [-123.1232786687437, 49.27815949715838], ""type"": ""Point""}";__FJ2BY0;13460659;012712558;SEYMOUR ST;49.27815949715838, -123.1232786687437
525;Downtown;"{""coordinates"": [-123.10810180431496, 49.28083259761393], ""type"": ""Point""}";__FJ2CSK;17259203;016560248;ABBOTT ST;49.28083259761393, -123.10810180431496
570;Downtown;"{""coordinates"": [-123.11534401923221, 49.28266126831214], ""type"": ""Point""}";__FJ2ESW;13459506;018898530;DUNSMUIR ST;49.28266126831214, -123.11534401923221
930;Downtown;"{""coordinates"": [-123.11659067194775, 49.27667243770208], ""type"": ""Point""}";__FJ2ETY;60415708;LMS1588;CAMBIE ST;49.27667243770208, -123.11659067194775
183;Downtown;"{""coordinates"": [-123.10105163072716, 49.273477346124935], ""type"": ""Point""}";__FJ2EY8;63018603;018306608;TERMINAL AV;49.273477346124935, -123.10105163072716
450;Downtown;"{""coordinates"": [-123.13077674753362, 49.2936311182307], ""type"": ""Point""}";__FJ2F2K;56111084;018567339;DENMAN ST;49.2936311182307, -123.13077674753362
200;Downtown;"{""coordinates"": [-123.11218928181682, 49.28663217223306], ""type"": ""Point""}";__FJ2F38;56113844;023166380;GRANVILLE ST;49.28663217223306, -123.11218928181682
1199;Downtown;"{""coordinates"": [-123.1222185697801, 49.28892180365948], ""type"": ""Point""}";__FJ2F4Q;59011807;023692171;W HASTINGS ST;49.28892180365948, -123.1222185697801
27;Downtown;"{""coordinates"": [-123.10573543770272, 49.281046146908125], ""type"": ""Point""}";__FJ2F6K;59217265;024210510;W PENDER ST;49.281046146908125, -123.10573543770272
1201;Downtown;"{""coordinates"": [-123.12062278060426, 49.2731235377788], ""type"": ""Point""}";__FJ2F7G;16161203;LMS2518;MARINASIDE CRESCENT;49.2731235377788, -123.12062278060426
238;Downtown;"{""coordinates"": [-123.1237060473109, 49.27386109489249], ""type"": ""Point""}";__FJ2F7K;15761215;017854156;DAVIE ST;49.27386109489249, -123.1237060473109
1128;Downtown;"{""coordinates"": [-123.12084576561288, 49.287975111794935], ""type"": ""Point""}";__FJ2F82;59011894;LMS4107;W HASTINGS ST;49.287975111794935, -123.12084576561288
150;Downtown;"{""coordinates"": [-123.10775167766828, 49.28382480138352], ""type"": ""Point""}";__FJ2F9O;58015750;025244761;WATER ST;49.28382480138352, -123.10775167766828
1680;Downtown;"{""coordinates"": [-123.13163800216546, 49.29175204953428], ""type"": ""Point""}";__FJ2FCW;60011337;LMS4658;BAYSHORE DRIVE;49.29175204953428, -123.13163800216546
626;Downtown;"{""coordinates"": [-123.11460319393227, 49.28415333354229], ""type"": ""Point""}";__FJ2FDI;59213050;025399390;W PENDER ST;49.28415333354229, -123.11460319393227
550;Downtown;"{""coordinates"": [-123.12863370475033, 49.27394561214693], ""type"": ""Point""}";__FJ2FF6;61613452;BCS1570;PACIFIC ST;49.27394561214693, -123.12863370475033
503;Downtown;"{""coordinates"": [-123.12832641994008, 49.27359553716013], ""type"": ""Point""}";__FJ2FF8;13861607;BCS890;BEACH CRESCENT;49.27359553716013, -123.12832641994008
;Downtown;"{""coordinates"": [-123.11819007417422, 49.27317369928005], ""type"": ""Point""}";__FJ2FGO;;025431439;;49.27317369928005, -123.11819007417422
1088;Downtown;"{""coordinates"": [-123.11817026378131, 49.272379255173774], ""type"": ""Point""}";__FJ2FGQ;16160898;LMS4705;MARINASIDE CRESCENT;49.272379255173774, -123.11817026378131
151;Downtown;"{""coordinates"": [-123.1077480731334, 49.28339476343005], ""type"": ""Point""}";__FJ2FGW;58915757;025452045;W CORDOVA ST;49.28339476343005, -123.1077480731334
555;Downtown;"{""coordinates"": [-123.11293968534515, 49.282458382358755], ""type"": ""Point""}";__FJ2FHU;14859221;025437445;HOMER ST;49.282458382358755, -123.11293968534515
1372;Downtown;"{""coordinates"": [-123.12756284085599, 49.274589640608035], ""type"": ""Point""}";__FJ00QM;13461498;EPS1231;SEYMOUR ST;49.274589640608035, -123.12756284085599
625;Downtown;"{""coordinates"": [-123.12821381328476, 49.27487318609182], ""type"": ""Point""}";__FJ00S0;13461495;009529888;PACIFIC ST;49.27487318609182, -123.12821381328476
1462;Downtown;"{""coordinates"": [-123.12964023263198, 49.27448783272446], ""type"": ""Point""}";__FJ00S4;12961604;029349389;GRANVILLE ST;49.27448783272446, -123.12964023263198
1293;Downtown;"{""coordinates"": [-123.12495681554297, 49.27450161883027], ""type"": ""Point""}";__FJ00SU;14861295;015473261;HOMER ST;49.27450161883027, -123.12495681554297
1277;Downtown;"{""coordinates"": [-123.12474492679736, 49.27464486230038], ""type"": ""Point""}";__FJ00T0;14861271;015473317;HOMER ST;49.27464486230038, -123.12474492679736
1248;Downtown;"{""coordinates"": [-123.1261897898205, 49.27549961739525], ""type"": ""Point""}";__FJ00TS;13461278;015474577;SEYMOUR ST;49.27549961739525, -123.1261897898205
1216;Downtown;"{""coordinates"": [-123.12321373303726, 49.274924915333], ""type"": ""Point""}";__FJ00UU;14861202;LMS2686;HOMER ST;49.274924915333, -123.12321373303726
1220;Downtown;"{""coordinates"": [-123.12339255043453, 49.27480373921926], ""type"": ""Point""}";__FJ00UW;14861214;010882375;HOMER ST;49.27480373921926, -123.12339255043453
1238;Downtown;"{""coordinates"": [-123.12369107589446, 49.274608674189096], ""type"": ""Point""}";__FJ00V0;14861234;LMS3182;HOMER ST;49.274608674189096, -123.12369107589446
1230;Downtown;"{""coordinates"": [-123.12331329750545, 49.27423128899635], ""type"": ""Point""}";__FJ00V6;15261260;LMS895;HAMILTON ST;49.27423128899635, -123.12331329750545
801;Downtown;"{""coordinates"": [-123.13242739211772, 49.27542353591934], ""type"": ""Point""}";__FJ00VI;61712407;013520351;BEACH AV;49.27542353591934, -123.13242739211772
801;Downtown;"{""coordinates"": [-123.13188891046312, 49.275071540399594], ""type"": ""Point""}";__FJ00VU;61712495;015505421;BEACH AV;49.275071540399594, -123.13188891046312
;Downtown;"{""coordinates"": [-123.13200261061225, 49.273703287086555], ""type"": ""Point""}";__FJ00X8;12661712;004809327;;49.273703287086555, -123.13200261061225
1661;Downtown;"{""coordinates"": [-123.13194140568966, 49.2733574289049], ""type"": ""Point""}";__FJ00XA;12961716;002618737;GRANVILLE ST;49.2733574289049, -123.13194140568966
1600;Downtown;"{""coordinates"": [-123.13259846651019, 49.273811401674585], ""type"": ""Point""}";__FJ00XC;12661742;VAS1688;HOWE ST;49.273811401674585, -123.13259846651019
1461;Downtown;"{""coordinates"": [-123.13021637280886, 49.27487575009226], ""type"": ""Point""}";__FJ00XE;12961607;029349371;GRANVILLE ST;49.27487575009226, -123.13021637280886
1515;Downtown;"{""coordinates"": [-123.13159007877232, 49.27394656482945], ""type"": ""Point""}";__FJ00XG;12961707;004736915;GRANVILLE ST;49.27394656482945, -123.13159007877232
431;Downtown;"{""coordinates"": [-123.1260504615746, 49.273873016421895], ""type"": ""Point""}";__FJ00XM;15761505;VAS2540;PACIFIC ST;49.273873016421895, -123.1260504615746
1178;Downtown;"{""coordinates"": [-123.12226119538434, 49.27483193641012], ""type"": ""Point""}";__FJ00XQ;15260894;LMS2361;HAMILTON ST;49.27483193641012, -123.12226119538434
1168;Downtown;"{""coordinates"": [-123.12199698463745, 49.2750076218557], ""type"": ""Point""}";__FJ00XS;15260878;011882557;HAMILTON ST;49.2750076218557, -123.12199698463745
